date,name,category,value
2019-12-06,Gorillaz,,118
2019-12-06,The Rolling Stones,,116
2019-12-06,Post Malone,,114
2019-12-06,Childish Gambino,,106
2019-12-06,Daniel Pemberton,,106
2019-12-06,Cigarettes After Sex,,101
2019-12-06,Billie Eilish,,98
2019-12-06,The Black Keys,,77
2019-12-06,Prateek Kuhad,,75
2019-12-06,Vance Joy,,73
2019-12-06,Eminem,,72
2019-12-06,Foster the People,,72
2019-12-06,Led Zeppelin,,71
2019-12-06,Kings of Leon,,67
2019-12-06,The Neighbourhood,,67
2019-12-06,A$AP Rocky,,63
2019-12-06,Imagine Dragons,,63
2019-12-06,Kodaline,,61
2019-12-06,Philip Glass,,60
2019-12-06,Julian Casablancas + The Voidz,,58
2019-12-06,Sublime,,57
2019-12-06,XXXTentacion,,57
2019-12-06,Modest Mouse,,56
2019-12-06,The Last Shadow Puppets,,56
2019-12-06,G-Eazy,,51
2019-12-06,Drake,,47
2019-12-06,Train,,46
2019-12-06,Portugal. The Man,,45
2019-12-06,alt-J,,43
2019-12-06,Deep Purple,,43
2019-12-06,The 1975,,40
2019-12-06,Green Day,,39
2019-12-06,The Kooks,,38
2019-12-06,Thrupence,,37
2019-12-07,Kendrick Lamar,,1001
2019-12-07,Kanye West,,748
2019-12-07,The Strokes,,533
2019-12-07,Tame Impala,,520
2019-12-07,Twenty One Pilots,,401
2019-12-07,Arctic Monkeys,,266
2019-12-07,The Shins,,234
2019-12-07,Cage the Elephant,,161
2019-12-07,Red Hot Chili Peppers,,150
2019-12-07,The Weeknd,,150
2019-12-07,MGMT,,140
2019-12-07,Daft Punk,,139
2019-12-07,Milky Chance,,127
2019-12-07,Pink Floyd,,126
2019-12-07,The Killers,,126
2019-12-07,The Lumineers,,126
2019-12-07,Gorillaz,,118
2019-12-07,The Rolling Stones,,116
2019-12-07,Post Malone,,114
2019-12-07,Childish Gambino,,106
2019-12-07,Daniel Pemberton,,106
2019-12-07,Cigarettes After Sex,,101
2019-12-07,Billie Eilish,,98
2019-12-07,Prateek Kuhad,,78
2019-12-07,The Black Keys,,77
2019-12-07,Vance Joy,,73
2019-12-07,Eminem,,72
2019-12-07,Foster the People,,72
2019-12-07,Led Zeppelin,,71
2019-12-07,Kings of Leon,,67
2019-12-07,The Neighbourhood,,67
2019-12-07,A$AP Rocky,,63
2019-12-07,Imagine Dragons,,63
2019-12-07,Kodaline,,61
2019-12-07,Philip Glass,,60
2019-12-07,Julian Casablancas + The Voidz,,58
2019-12-07,Sublime,,57
2019-12-07,XXXTentacion,,57
2019-12-07,Modest Mouse,,56
2019-12-07,The Last Shadow Puppets,,56
2019-12-07,G-Eazy,,51
2019-12-07,Drake,,47
2019-12-07,Train,,46
2019-12-07,Portugal. The Man,,45
2019-12-07,alt-J,,43
2019-12-07,Deep Purple,,43
2019-12-07,The 1975,,40
2019-12-07,Green Day,,39
2019-12-07,The Kooks,,38
2019-12-07,Thrupence,,37
2019-12-08,Kendrick Lamar,,1006
2019-12-08,Kanye West,,754
2019-12-08,The Strokes,,533
2019-12-08,Tame Impala,,523
2019-12-08,Twenty One Pilots,,401
2019-12-08,Arctic Monkeys,,266
2019-12-08,The Shins,,242
2019-12-08,Cage the Elephant,,161
2019-12-08,The Weeknd,,152
2019-12-08,Red Hot Chili Peppers,,150
2019-12-08,MGMT,,140
2019-12-08,Daft Punk,,139
2019-12-08,Milky Chance,,127
2019-12-08,Pink Floyd,,126
2019-12-08,The Killers,,126
2019-12-08,The Lumineers,,126
2019-12-08,Gorillaz,,118
2019-12-08,The Rolling Stones,,116
2019-12-08,Post Malone,,114
2019-12-08,Childish Gambino,,109
2019-12-08,Daniel Pemberton,,106
2019-12-08,Cigarettes After Sex,,101
2019-12-08,Billie Eilish,,98
2019-12-08,Prateek Kuhad,,78
2019-12-08,The Black Keys,,77
2019-12-08,Foster the People,,73
2019-12-08,Vance Joy,,73
2019-12-08,Eminem,,72
2019-12-08,Led Zeppelin,,71
2019-12-08,Kings of Leon,,67
2019-12-08,The Neighbourhood,,67
2019-12-08,A$AP Rocky,,63
2019-12-08,Imagine Dragons,,63
2019-12-08,Kodaline,,62
2019-12-08,Philip Glass,,60
2019-12-08,Julian Casablancas + The Voidz,,58
2019-12-08,Modest Mouse,,57
2019-12-08,Sublime,,57
2019-12-08,XXXTentacion,,57
2019-12-08,The Last Shadow Puppets,,56
2019-12-08,G-Eazy,,51
2019-12-08,Frank Ocean,,49
2019-12-08,Drake,,47
2019-12-08,Train,,46
2019-12-08,Portugal. The Man,,45
2019-12-08,alt-J,,43
2019-12-08,Deep Purple,,43
2019-12-08,The 1975,,40
2019-12-08,Green Day,,39
2019-12-08,The Kooks,,38
2019-12-09,Kendrick Lamar,,1023
2019-12-09,Kanye West,,756
2019-12-09,The Strokes,,533
2019-12-09,Tame Impala,,524
2019-12-09,Twenty One Pilots,,401
2019-12-09,Arctic Monkeys,,266
2019-12-09,The Shins,,242
2019-12-09,Cage the Elephant,,161
2019-12-09,The Weeknd,,153
2019-12-09,Red Hot Chili Peppers,,150
2019-12-09,MGMT,,140
2019-12-09,Daft Punk,,139
2019-12-09,Milky Chance,,127
2019-12-09,Pink Floyd,,126
2019-12-09,The Killers,,126
2019-12-09,The Lumineers,,126
2019-12-09,Gorillaz,,118
2019-12-09,The Rolling Stones,,116
2019-12-09,Post Malone,,114
2019-12-09,Childish Gambino,,109
2019-12-09,Billie Eilish,,108
2019-12-09,Daniel Pemberton,,106
2019-12-09,Cigarettes After Sex,,101
2019-12-09,Prateek Kuhad,,78
2019-12-09,The Black Keys,,77
2019-12-09,Foster the People,,73
2019-12-09,Vance Joy,,73
2019-12-09,Eminem,,72
2019-12-09,Led Zeppelin,,71
2019-12-09,Kings of Leon,,67
2019-12-09,The Neighbourhood,,67
2019-12-09,A$AP Rocky,,63
2019-12-09,Imagine Dragons,,63
2019-12-09,Kodaline,,62
2019-12-09,Philip Glass,,60
2019-12-09,Julian Casablancas + The Voidz,,58
2019-12-09,Modest Mouse,,57
2019-12-09,Sublime,,57
2019-12-09,XXXTentacion,,57
2019-12-09,The Last Shadow Puppets,,56
2019-12-09,G-Eazy,,51
2019-12-09,Frank Ocean,,49
2019-12-09,Drake,,47
2019-12-09,Train,,46
2019-12-09,Portugal. The Man,,45
2019-12-09,alt-J,,43
2019-12-09,Deep Purple,,43
2019-12-09,The 1975,,40
2019-12-09,Green Day,,39
2019-12-09,The Kooks,,38
2019-12-10,Kendrick Lamar,,1026
2019-12-10,Kanye West,,756
2019-12-10,The Strokes,,533
2019-12-10,Tame Impala,,524
2019-12-10,Twenty One Pilots,,401
2019-12-10,Arctic Monkeys,,266
2019-12-10,The Shins,,242
2019-12-10,Cage the Elephant,,161
2019-12-10,The Weeknd,,153
2019-12-10,Red Hot Chili Peppers,,152
2019-12-10,MGMT,,140
2019-12-10,Daft Punk,,139
2019-12-10,Milky Chance,,127
2019-12-10,Pink Floyd,,126
2019-12-10,The Killers,,126
2019-12-10,The Lumineers,,126
2019-12-10,Gorillaz,,118
2019-12-10,The Rolling Stones,,116
2019-12-10,Post Malone,,114
2019-12-10,Childish Gambino,,112
2019-12-10,Billie Eilish,,111
2019-12-10,Daniel Pemberton,,106
2019-12-10,Cigarettes After Sex,,101
2019-12-10,Prateek Kuhad,,78
2019-12-10,The Black Keys,,77
2019-12-10,Foster the People,,73
2019-12-10,Vance Joy,,73
2019-12-10,Eminem,,72
2019-12-10,Led Zeppelin,,71
2019-12-10,Kings of Leon,,67
2019-12-10,The Neighbourhood,,67
2019-12-10,Joji,,65
2019-12-10,A$AP Rocky,,63
2019-12-10,Imagine Dragons,,63
2019-12-10,Kodaline,,62
2019-12-10,Philip Glass,,60
2019-12-10,Julian Casablancas + The Voidz,,58
2019-12-10,Modest Mouse,,57
2019-12-10,Sublime,,57
2019-12-10,XXXTentacion,,57
2019-12-10,The Last Shadow Puppets,,56
2019-12-10,G-Eazy,,51
2019-12-10,Frank Ocean,,49
2019-12-10,Green Day,,49
2019-12-10,Drake,,47
2019-12-10,Train,,46
2019-12-10,Portugal. The Man,,45
2019-12-10,alt-J,,43
2019-12-10,Deep Purple,,43
2019-12-10,The 1975,,40
2019-12-11,Kendrick Lamar,,1088
2019-12-11,Kanye West,,785
2019-12-11,Tame Impala,,551
2019-12-11,The Strokes,,534
2019-12-11,Twenty One Pilots,,404
2019-12-11,Arctic Monkeys,,267
2019-12-11,The Shins,,250
2019-12-11,The Weeknd,,170
2019-12-11,Cage the Elephant,,161
2019-12-11,Red Hot Chili Peppers,,152
2019-12-11,MGMT,,143
2019-12-11,Daft Punk,,141
2019-12-11,Milky Chance,,127
2019-12-11,Pink Floyd,,126
2019-12-11,The Killers,,126
2019-12-11,The Lumineers,,126
2019-12-11,Gorillaz,,122
2019-12-11,Billie Eilish,,116
2019-12-11,The Rolling Stones,,116
2019-12-11,Childish Gambino,,115
2019-12-11,Post Malone,,114
2019-12-11,Daniel Pemberton,,106
2019-12-11,Cigarettes After Sex,,103
2019-12-11,Prateek Kuhad,,78
2019-12-11,The Black Keys,,77
2019-12-11,Foster the People,,76
2019-12-11,Vance Joy,,75
2019-12-11,Eminem,,72
2019-12-11,Led Zeppelin,,71
2019-12-11,Joji,,70
2019-12-11,Kings of Leon,,67
2019-12-11,The Neighbourhood,,67
2019-12-11,A$AP Rocky,,63
2019-12-11,Imagine Dragons,,63
2019-12-11,Kodaline,,62
2019-12-11,Frank Ocean,,60
2019-12-11,Philip Glass,,60
2019-12-11,Julian Casablancas + The Voidz,,58
2019-12-11,Modest Mouse,,57
2019-12-11,Sublime,,57
2019-12-11,XXXTentacion,,57
2019-12-11,The Last Shadow Puppets,,56
2019-12-11,G-Eazy,,51
2019-12-11,Green Day,,49
2019-12-11,Drake,,47
2019-12-11,Train,,46
2019-12-11,Portugal. The Man,,45
2019-12-11,alt-J,,43
2019-12-11,Deep Purple,,43
2019-12-11,The 1975,,40
2019-12-12,Kendrick Lamar,,1106
2019-12-12,Kanye West,,788
2019-12-12,Tame Impala,,555
2019-12-12,The Strokes,,540
2019-12-12,Twenty One Pilots,,404
2019-12-12,Arctic Monkeys,,267
2019-12-12,The Shins,,251
2019-12-12,The Weeknd,,170
2019-12-12,Cage the Elephant,,161
2019-12-12,Red Hot Chili Peppers,,152
2019-12-12,MGMT,,143
2019-12-12,Daft Punk,,142
2019-12-12,Milky Chance,,128
2019-12-12,Pink Floyd,,127
2019-12-12,The Killers,,126
2019-12-12,The Lumineers,,126
2019-12-12,Gorillaz,,122
2019-12-12,Billie Eilish,,117
2019-12-12,The Rolling Stones,,116
2019-12-12,Childish Gambino,,115
2019-12-12,Post Malone,,114
2019-12-12,Daniel Pemberton,,106
2019-12-12,Cigarettes After Sex,,104
2019-12-12,Prateek Kuhad,,78
2019-12-12,The Black Keys,,77
2019-12-12,Foster the People,,76
2019-12-12,Vance Joy,,75
2019-12-12,Eminem,,72
2019-12-12,Led Zeppelin,,72
2019-12-12,Joji,,71
2019-12-12,Kings of Leon,,67
2019-12-12,The Neighbourhood,,67
2019-12-12,A$AP Rocky,,63
2019-12-12,Imagine Dragons,,63
2019-12-12,Kodaline,,62
2019-12-12,Frank Ocean,,60
2019-12-12,Philip Glass,,60
2019-12-12,Julian Casablancas + The Voidz,,58
2019-12-12,Modest Mouse,,57
2019-12-12,Sublime,,57
2019-12-12,XXXTentacion,,57
2019-12-12,The Last Shadow Puppets,,56
2019-12-12,G-Eazy,,51
2019-12-12,Green Day,,49
2019-12-12,Drake,,47
2019-12-12,Train,,46
2019-12-12,Portugal. The Man,,45
2019-12-12,alt-J,,43
2019-12-12,Deep Purple,,43
2019-12-12,The 1975,,40
2019-12-13,Kendrick Lamar,,1111
2019-12-13,Kanye West,,788
2019-12-13,Tame Impala,,557
2019-12-13,The Strokes,,542
2019-12-13,Twenty One Pilots,,445
2019-12-13,Arctic Monkeys,,267
2019-12-13,The Shins,,252
2019-12-13,The Weeknd,,170
2019-12-13,Cage the Elephant,,161
2019-12-13,Red Hot Chili Peppers,,152
2019-12-13,MGMT,,143
2019-12-13,Daft Punk,,142
2019-12-13,Milky Chance,,128
2019-12-13,Pink Floyd,,127
2019-12-13,The Killers,,126
2019-12-13,The Lumineers,,126
2019-12-13,Gorillaz,,122
2019-12-13,Billie Eilish,,117
2019-12-13,The Rolling Stones,,116
2019-12-13,Childish Gambino,,115
2019-12-13,Post Malone,,114
2019-12-13,Daniel Pemberton,,106
2019-12-13,Cigarettes After Sex,,104
2019-12-13,Prateek Kuhad,,78
2019-12-13,The Black Keys,,77
2019-12-13,Foster the People,,76
2019-12-13,Vance Joy,,75
2019-12-13,Eminem,,72
2019-12-13,Joji,,72
2019-12-13,Led Zeppelin,,72
2019-12-13,Kings of Leon,,67
2019-12-13,The Neighbourhood,,67
2019-12-13,Sublime,,65
2019-12-13,Frank Ocean,,64
2019-12-13,A$AP Rocky,,63
2019-12-13,Imagine Dragons,,63
2019-12-13,Kodaline,,62
2019-12-13,Philip Glass,,60
2019-12-13,Julian Casablancas + The Voidz,,58
2019-12-13,XXXTentacion,,58
2019-12-13,Modest Mouse,,57
2019-12-13,The Last Shadow Puppets,,56
2019-12-13,G-Eazy,,51
2019-12-13,Green Day,,49
2019-12-13,Drake,,47
2019-12-13,Train,,46
2019-12-13,Portugal. The Man,,45
2019-12-13,alt-J,,43
2019-12-13,Deep Purple,,43
2019-12-13,The 1975,,40
2019-12-14,Kendrick Lamar,,1111
2019-12-14,Kanye West,,788
2019-12-14,Tame Impala,,557
2019-12-14,The Strokes,,542
2019-12-14,Twenty One Pilots,,445
2019-12-14,Arctic Monkeys,,267
2019-12-14,The Shins,,252
2019-12-14,The Weeknd,,170
2019-12-14,Cage the Elephant,,161
2019-12-14,Red Hot Chili Peppers,,152
2019-12-14,MGMT,,143
2019-12-14,Daft Punk,,142
2019-12-14,Milky Chance,,128
2019-12-14,Pink Floyd,,127
2019-12-14,The Killers,,126
2019-12-14,The Lumineers,,126
2019-12-14,Gorillaz,,122
2019-12-14,Billie Eilish,,117
2019-12-14,The Rolling Stones,,116
2019-12-14,Childish Gambino,,115
2019-12-14,Post Malone,,114
2019-12-14,Daniel Pemberton,,106
2019-12-14,Cigarettes After Sex,,104
2019-12-14,Prateek Kuhad,,78
2019-12-14,The Black Keys,,77
2019-12-14,Foster the People,,76
2019-12-14,Vance Joy,,75
2019-12-14,Eminem,,72
2019-12-14,Joji,,72
2019-12-14,Led Zeppelin,,72
2019-12-14,Kings of Leon,,67
2019-12-14,The Neighbourhood,,67
2019-12-14,Sublime,,65
2019-12-14,Frank Ocean,,64
2019-12-14,A$AP Rocky,,63
2019-12-14,Imagine Dragons,,63
2019-12-14,Kodaline,,62
2019-12-14,Philip Glass,,60
2019-12-14,Julian Casablancas + The Voidz,,58
2019-12-14,XXXTentacion,,58
2019-12-14,Modest Mouse,,57
2019-12-14,The Last Shadow Puppets,,56
2019-12-14,G-Eazy,,51
2019-12-14,Green Day,,49
2019-12-14,Drake,,47
2019-12-14,Train,,46
2019-12-14,Portugal. The Man,,45
2019-12-14,alt-J,,43
2019-12-14,Deep Purple,,43
2019-12-14,The 1975,,40
2019-12-15,Kendrick Lamar,,1117
2019-12-15,Kanye West,,790
2019-12-15,Tame Impala,,557
2019-12-15,The Strokes,,542
2019-12-15,Twenty One Pilots,,445
2019-12-15,Arctic Monkeys,,267
2019-12-15,The Shins,,255
2019-12-15,The Weeknd,,173
2019-12-15,Cage the Elephant,,161
2019-12-15,Red Hot Chili Peppers,,152
2019-12-15,MGMT,,145
2019-12-15,Daft Punk,,142
2019-12-15,Milky Chance,,128
2019-12-15,Pink Floyd,,127
2019-12-15,The Killers,,126
2019-12-15,The Lumineers,,126
2019-12-15,Gorillaz,,122
2019-12-15,Billie Eilish,,117
2019-12-15,Childish Gambino,,116
2019-12-15,The Rolling Stones,,116
2019-12-15,Post Malone,,114
2019-12-15,Daniel Pemberton,,106
2019-12-15,Cigarettes After Sex,,104
2019-12-15,Prateek Kuhad,,78
2019-12-15,The Black Keys,,77
2019-12-15,Foster the People,,76
2019-12-15,Vance Joy,,75
2019-12-15,Eminem,,72
2019-12-15,Joji,,72
2019-12-15,Led Zeppelin,,72
2019-12-15,Kings of Leon,,67
2019-12-15,The Neighbourhood,,67
2019-12-15,Frank Ocean,,66
2019-12-15,Sublime,,65
2019-12-15,A$AP Rocky,,64
2019-12-15,Imagine Dragons,,63
2019-12-15,Kodaline,,62
2019-12-15,Philip Glass,,60
2019-12-15,Julian Casablancas + The Voidz,,58
2019-12-15,XXXTentacion,,58
2019-12-15,Modest Mouse,,57
2019-12-15,The Last Shadow Puppets,,56
2019-12-15,G-Eazy,,51
2019-12-15,Green Day,,49
2019-12-15,Drake,,47
2019-12-15,Train,,46
2019-12-15,Portugal. The Man,,45
2019-12-15,alt-J,,43
2019-12-15,Deep Purple,,43
2019-12-15,Kid Cudi,,40
2019-12-16,Kendrick Lamar,,1125
2019-12-16,Kanye West,,793
2019-12-16,Tame Impala,,564
2019-12-16,The Strokes,,542
2019-12-16,Twenty One Pilots,,445
2019-12-16,Arctic Monkeys,,267
2019-12-16,The Shins,,258
2019-12-16,The Weeknd,,174
2019-12-16,Cage the Elephant,,161
2019-12-16,Red Hot Chili Peppers,,152
2019-12-16,Daft Punk,,147
2019-12-16,MGMT,,145
2019-12-16,Milky Chance,,128
2019-12-16,Pink Floyd,,127
2019-12-16,The Killers,,126
2019-12-16,The Lumineers,,126
2019-12-16,Gorillaz,,122
2019-12-16,Billie Eilish,,117
2019-12-16,Childish Gambino,,116
2019-12-16,The Rolling Stones,,116
2019-12-16,Post Malone,,114
2019-12-16,Daniel Pemberton,,106
2019-12-16,Cigarettes After Sex,,105
2019-12-16,Prateek Kuhad,,78
2019-12-16,The Black Keys,,77
2019-12-16,Foster the People,,76
2019-12-16,Vance Joy,,75
2019-12-16,Joji,,74
2019-12-16,Eminem,,72
2019-12-16,Led Zeppelin,,72
2019-12-16,Frank Ocean,,68
2019-12-16,Kings of Leon,,67
2019-12-16,The Neighbourhood,,67
2019-12-16,A$AP Rocky,,65
2019-12-16,Sublime,,65
2019-12-16,Imagine Dragons,,63
2019-12-16,Kodaline,,62
2019-12-16,Philip Glass,,60
2019-12-16,Julian Casablancas + The Voidz,,58
2019-12-16,Modest Mouse,,58
2019-12-16,XXXTentacion,,58
2019-12-16,The Last Shadow Puppets,,56
2019-12-16,G-Eazy,,51
2019-12-16,Green Day,,49
2019-12-16,Drake,,47
2019-12-16,Train,,46
2019-12-16,Portugal. The Man,,45
2019-12-16,alt-J,,43
2019-12-16,Deep Purple,,43
2019-12-16,Kid Cudi,,40
2019-12-17,Kendrick Lamar,,1143
2019-12-17,Kanye West,,797
2019-12-17,Tame Impala,,569
2019-12-17,The Strokes,,542
2019-12-17,Twenty One Pilots,,446
2019-12-17,Arctic Monkeys,,267
2019-12-17,The Shins,,260
2019-12-17,The Weeknd,,180
2019-12-17,Cage the Elephant,,161
2019-12-17,Red Hot Chili Peppers,,152
2019-12-17,Daft Punk,,148
2019-12-17,MGMT,,145
2019-12-17,Milky Chance,,128
2019-12-17,Pink Floyd,,127
2019-12-17,The Killers,,126
2019-12-17,The Lumineers,,126
2019-12-17,Gorillaz,,122
2019-12-17,Post Malone,,122
2019-12-17,Billie Eilish,,118
2019-12-17,Childish Gambino,,118
2019-12-17,The Rolling Stones,,116
2019-12-17,Daniel Pemberton,,106
2019-12-17,Cigarettes After Sex,,105
2019-12-17,Prateek Kuhad,,78
2019-12-17,The Black Keys,,77
2019-12-17,Foster the People,,76
2019-12-17,Joji,,76
2019-12-17,Vance Joy,,75
2019-12-17,Frank Ocean,,73
2019-12-17,Eminem,,72
2019-12-17,Led Zeppelin,,72
2019-12-17,A$AP Rocky,,67
2019-12-17,Kings of Leon,,67
2019-12-17,The Neighbourhood,,67
2019-12-17,Sublime,,65
2019-12-17,Imagine Dragons,,63
2019-12-17,Kodaline,,62
2019-12-17,Modest Mouse,,60
2019-12-17,Philip Glass,,60
2019-12-17,Julian Casablancas + The Voidz,,58
2019-12-17,XXXTentacion,,58
2019-12-17,The Last Shadow Puppets,,56
2019-12-17,G-Eazy,,52
2019-12-17,Green Day,,49
2019-12-17,Drake,,47
2019-12-17,Train,,46
2019-12-17,Portugal. The Man,,45
2019-12-17,alt-J,,43
2019-12-17,Deep Purple,,43
2019-12-17,Kid Cudi,,40
2019-12-18,Kendrick Lamar,,1151
2019-12-18,Kanye West,,797
2019-12-18,Tame Impala,,570
2019-12-18,The Strokes,,542
2019-12-18,Twenty One Pilots,,446
2019-12-18,Arctic Monkeys,,267
2019-12-18,The Shins,,260
2019-12-18,The Weeknd,,181
2019-12-18,Cage the Elephant,,161
2019-12-18,Red Hot Chili Peppers,,154
2019-12-18,Daft Punk,,148
2019-12-18,MGMT,,146
2019-12-18,Pink Floyd,,146
2019-12-18,Milky Chance,,128
2019-12-18,The Killers,,126
2019-12-18,The Lumineers,,126
2019-12-18,Gorillaz,,122
2019-12-18,Post Malone,,122
2019-12-18,Billie Eilish,,120
2019-12-18,Childish Gambino,,119
2019-12-18,The Rolling Stones,,116
2019-12-18,Daniel Pemberton,,106
2019-12-18,Cigarettes After Sex,,105
2019-12-18,Prateek Kuhad,,78
2019-12-18,The Black Keys,,77
2019-12-18,Foster the People,,76
2019-12-18,Joji,,76
2019-12-18,Frank Ocean,,75
2019-12-18,Vance Joy,,75
2019-12-18,Led Zeppelin,,73
2019-12-18,Eminem,,72
2019-12-18,A$AP Rocky,,67
2019-12-18,Kings of Leon,,67
2019-12-18,The Neighbourhood,,67
2019-12-18,Sublime,,65
2019-12-18,Imagine Dragons,,63
2019-12-18,Kodaline,,62
2019-12-18,Modest Mouse,,60
2019-12-18,Philip Glass,,60
2019-12-18,Julian Casablancas + The Voidz,,58
2019-12-18,XXXTentacion,,58
2019-12-18,The Last Shadow Puppets,,56
2019-12-18,G-Eazy,,52
2019-12-18,Green Day,,49
2019-12-18,Drake,,47
2019-12-18,Train,,46
2019-12-18,Portugal. The Man,,45
2019-12-18,alt-J,,43
2019-12-18,Deep Purple,,43
2019-12-18,Kid Cudi,,40
2019-12-19,Kendrick Lamar,,1159
2019-12-19,Kanye West,,798
2019-12-19,Tame Impala,,573
2019-12-19,The Strokes,,542
2019-12-19,Twenty One Pilots,,446
2019-12-19,Arctic Monkeys,,267
2019-12-19,The Shins,,263
2019-12-19,The Weeknd,,183
2019-12-19,Cage the Elephant,,161
2019-12-19,Red Hot Chili Peppers,,154
2019-12-19,Daft Punk,,150
2019-12-19,MGMT,,146
2019-12-19,Pink Floyd,,146
2019-12-19,Milky Chance,,128
2019-12-19,The Killers,,126
2019-12-19,The Lumineers,,126
2019-12-19,Post Malone,,123
2019-12-19,Gorillaz,,122
2019-12-19,Billie Eilish,,121
2019-12-19,Childish Gambino,,119
2019-12-19,The Rolling Stones,,116
2019-12-19,Daniel Pemberton,,106
2019-12-19,Cigarettes After Sex,,105
2019-12-19,Prateek Kuhad,,78
2019-12-19,Frank Ocean,,77
2019-12-19,The Black Keys,,77
2019-12-19,Foster the People,,76
2019-12-19,Joji,,76
2019-12-19,Vance Joy,,75
2019-12-19,Led Zeppelin,,73
2019-12-19,Eminem,,72
2019-12-19,A$AP Rocky,,67
2019-12-19,Kings of Leon,,67
2019-12-19,The Neighbourhood,,67
2019-12-19,Sublime,,65
2019-12-19,Imagine Dragons,,63
2019-12-19,Kodaline,,62
2019-12-19,Modest Mouse,,60
2019-12-19,Philip Glass,,60
2019-12-19,Julian Casablancas + The Voidz,,58
2019-12-19,XXXTentacion,,58
2019-12-19,The Last Shadow Puppets,,56
2019-12-19,G-Eazy,,52
2019-12-19,Green Day,,49
2019-12-19,Drake,,47
2019-12-19,Train,,46
2019-12-19,Portugal. The Man,,45
2019-12-19,alt-J,,43
2019-12-19,Deep Purple,,43
2019-12-19,Kid Cudi,,40
2019-12-20,Kendrick Lamar,,1159
2019-12-20,Kanye West,,800
2019-12-20,Tame Impala,,573
2019-12-20,The Strokes,,542
2019-12-20,Twenty One Pilots,,449
2019-12-20,Arctic Monkeys,,267
2019-12-20,The Shins,,263
2019-12-20,The Weeknd,,183
2019-12-20,Cage the Elephant,,161
2019-12-20,Red Hot Chili Peppers,,154
2019-12-20,Daft Punk,,150
2019-12-20,MGMT,,146
2019-12-20,Pink Floyd,,146
2019-12-20,Milky Chance,,128
2019-12-20,The Killers,,126
2019-12-20,The Lumineers,,126
2019-12-20,Post Malone,,124
2019-12-20,Gorillaz,,122
2019-12-20,Billie Eilish,,121
2019-12-20,Childish Gambino,,119
2019-12-20,The Rolling Stones,,116
2019-12-20,Daniel Pemberton,,106
2019-12-20,Cigarettes After Sex,,105
2019-12-20,Prateek Kuhad,,78
2019-12-20,Frank Ocean,,77
2019-12-20,The Black Keys,,77
2019-12-20,Foster the People,,76
2019-12-20,Joji,,76
2019-12-20,Vance Joy,,75
2019-12-20,Led Zeppelin,,73
2019-12-20,Eminem,,72
2019-12-20,A$AP Rocky,,67
2019-12-20,Kings of Leon,,67
2019-12-20,The Neighbourhood,,67
2019-12-20,Sublime,,65
2019-12-20,Imagine Dragons,,63
2019-12-20,Kodaline,,62
2019-12-20,Modest Mouse,,60
2019-12-20,Philip Glass,,60
2019-12-20,Julian Casablancas + The Voidz,,58
2019-12-20,XXXTentacion,,58
2019-12-20,The Last Shadow Puppets,,56
2019-12-20,G-Eazy,,52
2019-12-20,Green Day,,49
2019-12-20,Drake,,47
2019-12-20,Train,,46
2019-12-20,Portugal. The Man,,45
2019-12-20,alt-J,,43
2019-12-20,Deep Purple,,43
2019-12-20,Kid Cudi,,40
2019-12-21,Kendrick Lamar,,1163
2019-12-21,Kanye West,,807
2019-12-21,Tame Impala,,576
2019-12-21,The Strokes,,542
2019-12-21,Twenty One Pilots,,449
2019-12-21,Arctic Monkeys,,267
2019-12-21,The Shins,,265
2019-12-21,The Weeknd,,185
2019-12-21,Cage the Elephant,,161
2019-12-21,Red Hot Chili Peppers,,154
2019-12-21,Daft Punk,,150
2019-12-21,MGMT,,146
2019-12-21,Pink Floyd,,146
2019-12-21,Milky Chance,,128
2019-12-21,The Killers,,126
2019-12-21,The Lumineers,,126
2019-12-21,Post Malone,,125
2019-12-21,The Rolling Stones,,123
2019-12-21,Billie Eilish,,122
2019-12-21,Gorillaz,,122
2019-12-21,Childish Gambino,,119
2019-12-21,Daniel Pemberton,,106
2019-12-21,Cigarettes After Sex,,105
2019-12-21,Joji,,78
2019-12-21,Prateek Kuhad,,78
2019-12-21,Frank Ocean,,77
2019-12-21,The Black Keys,,77
2019-12-21,Foster the People,,76
2019-12-21,Vance Joy,,75
2019-12-21,Led Zeppelin,,73
2019-12-21,Eminem,,72
2019-12-21,A$AP Rocky,,67
2019-12-21,Kings of Leon,,67
2019-12-21,The Neighbourhood,,67
2019-12-21,Sublime,,65
2019-12-21,Imagine Dragons,,63
2019-12-21,Kodaline,,62
2019-12-21,Modest Mouse,,60
2019-12-21,Philip Glass,,60
2019-12-21,Julian Casablancas + The Voidz,,58
2019-12-21,XXXTentacion,,58
2019-12-21,The Last Shadow Puppets,,56
2019-12-21,G-Eazy,,52
2019-12-21,Green Day,,49
2019-12-21,Drake,,47
2019-12-21,Train,,46
2019-12-21,Portugal. The Man,,45
2019-12-21,alt-J,,43
2019-12-21,Deep Purple,,43
2019-12-21,Kid Cudi,,40
2019-12-22,Kendrick Lamar,,1163
2019-12-22,Kanye West,,807
2019-12-22,Tame Impala,,576
2019-12-22,The Strokes,,542
2019-12-22,Twenty One Pilots,,449
2019-12-22,Arctic Monkeys,,267
2019-12-22,The Shins,,265
2019-12-22,The Weeknd,,186
2019-12-22,Cage the Elephant,,161
2019-12-22,Red Hot Chili Peppers,,154
